ano,id_municipio,municipio,desmatamento,pib,impostos_liquidos,va,va_agropecuaria,va_industria,va_servicos,va_adespss,emprego,remuneracao_media,co2e
2021,1100015,Alta Floresta D'Oeste,2395.2,734469000,49596000,684873000,311469000,27847000,172435000,173122000,4078,2056.533857282976,7566875.327709408
2021,1100023,Ariquemes,3283.5,3209761000,420195000,2789566000,293001000,406329000,1307930000,782306000,28263,1928.233391713545,4731887.186793069
2021,1100031,Cabixi,999.5,238412000,11193000,227219000,136659000,8115000,35865000,46579000,870,1971.059379310344,1241700.52424336
2021,1100049,Cacoal,2531.1,2792383000,384607000,2407776000,341315000,236722000,1200630000,629109000,28796,1838.107100291701,2560147.88764399
2021,1100056,Cerejeiras,818.2,743037000,131904000,611133000,151690000,27412000,308666000,123365000,3699,1901.983079210598,500240.1570565901
2021,1100064,Colorado do Oeste,1196.8,424807000,33011000,391796000,123524000,28794000,124598000,114881000,3406,1813.074926600114,1588625.26738651
2021,1100072,Corumbiara,2171.9,396728000,16070000,380657000,260728000,14003000,45391000,60535000,2152,2120.33505111524,2417084.584913698
2021,1100080,Costa Marques,1919.9,316671000,11756000,304914000,116783000,6682000,53392000,128057000,1283,1754.854279033514,4755666.333812379
2021,1100098,Espigão D'Oeste,2119.6,773381000,77583000,695798000,202434000,54689000,221164000,217511000,8259,1746.488807361664,2688980.819132701
2021,1100106,Guajará-Mirim,1587.8,1054179000,180691000,873488000,77442000,40473000,436338000,319235000,5217,2078.479246693501,-1590534.033011231
2021,1100114,Jaru,2591.3,1765089000,238102000,1526987000,280711000,177922000,688494000,379860000,15834,1949.731081217629,2014755.635329661
2021,1100122,Ji-Paraná,2596.7,4231113000,719632000,3511482000,206345000,502877000,1926121000,876139000,44797,1860.647305399902,405284.2831155902
2021,1100130,Machadinho D'Oeste,3593,890320000,52916000,837405000,352193000,34664000,174795000,275753000,5301,1778.762986229013,8094439.371444786
2021,1100148,Nova Brasilândia D'Oeste,1310.6,548734000,38742000,509993000,228451000,24608000,114351000,142582000,2513,1995.605865499403,1505305.79097315
2021,1100155,Ouro Preto do Oeste,1832.1,985868000,96926000,888942000,216209000,71160000,352557000,249016000,9070,1842.703925027563,1726734.55750641
2021,1100189,Pimenta Bueno,2525,1642516000,305833000,1336683000,297492000,207603000,550809000,280779000,15507,1875.932732959309,7211551.845635945
2021,1100205,Porto Velho,11512.8,20059522000,2851398000,17208124000,1041285000,4627968000,7555512000,3983359000,160324,2942.202676767087,83319673.17194572
2021,1100254,Presidente Médici,1598.9,559990000,51482000,508508000,183438000,50521000,140111000,134437000,3798,1696.491142706689,1451103.43689574
2021,1100262,Rio Crespo,1129,184430000,6198000,178233000,115354000,7565000,18756000,36557000,1222,1876.790736497548,1685054.350022939
2021,1100288,Rolim de Moura,1323.9,1565194000,181000000,1384194000,194673000,171634000,606264000,411623000,17936,1721.439586864402,1857688.98014664
2021,1100296,Santa Luzia D'Oeste,980.3,213556000,8703000,204853000,106980000,13056000,33184000,51633000,1235,1823.101983805667,842921.3664904903
2021,1100304,Vilhena,2085.6,4215046000,681826000,3533220000,674880000,368863000,1712225000,777252000,36564,1989.455163275359,1760421.455303069
2021,1100320,São Miguel do Guaporé,1845.2,905335000,65762000,839574000,381639000,82314000,199587000,176034000,4737,2024.018629934556,1284735.741001019
2021,1100338,Nova Mamoré,4178,742687000,32971000,709716000,344263000,21482000,129299000,214672000,2763,1813.128461816868,22862095.32749853
2021,1100346,Alvorada D'Oeste,1376.4,352628000,15991000,336637000,147689000,11552000,72543000,104853000,2000,1693.898685,975279.36449533
2021,1100379,Alto Alegre dos Parecis,1356.8,483672000,20513000,463159000,277664000,18507000,63694000,103294000,1367,2113.152128749084,3912277.938160428
2021,1100403,Alto Paraíso,2029.3,510361000,32335000,478027000,185477000,24048000,119552000,148951000,2300,1925.86935652174,6612576.091480959
2021,1100452,Buritis,2698,966552000,73301000,893251000,336953000,35153000,248229000,272916000,5621,1938.720042697033,7948732.350052348
2021,1100502,Novo Horizonte do Oeste,744,231502000,11121000,220381000,106736000,12107000,40100000,61438000,1094,1906.786462522853,1064161.681438021
2021,1100601,Cacaulândia,1532.7,275338000,7656000,267682000,194610000,3288000,22240000,47544000,806,2062.914193548388,3133395.753570699
2021,1100700,Campo Novo de Rondônia,2089.3,369377000,10992000,358384000,204767000,16149000,32202000,105266000,1378,2165.760544267052,6082154.241563579
2021,1100809,Candeias do Jamari,2656.3,655606000,37086000,618520000,141452000,133672000,138514000,204882000,3559,2078.608465861194,26376967.93605433
2021,1100908,Castanheiras,728.4,99627000,3220000,96407000,56909000,2351000,8867000,28281000,612,1827.053562091502,854915.74629177
2021,1100924,Chupinguaia,2721,468793000,26740000,442053000,224569000,44525000,70952000,102007000,4527,1983.278356527505,3453708.0930056
2021,1100940,Cujubim,2263.2,487480000,26537000,460943000,153670000,43842000,84313000,179118000,2375,1968.956450526317,15071392.38556916
2021,1101005,Governador Jorge Teixeira,1393.4,239330000,7567000,231763000,146346000,5056000,22483000,57878000,846,2115.659609929076,4024382.875897642
2021,1101104,Itapuã do Oeste,1011.4,210031000,10894000,199137000,65085000,14646000,39846000,79560000,1836,2043.416116557737,1612080.386219871
2021,1101203,Ministro Andreazza,715,297878000,21615000,276263000,132934000,14078000,59932000,69320000,1359,1771.014400294339,877115.5780477403
2021,1101302,Mirante da Serra,676.8,262640000,16870000,245771000,85084000,14260000,71352000,75075000,1825,1739.263863013697,1386113.878754531
2021,1101401,Monte Negro,1510.5,389891000,20921000,368969000,153360000,23249000,76057000,116303000,2056,1772.341964980546,4357935.791400406
2021,1101435,Nova União,752.7,157321000,5823000,151498000,82596000,3240000,16675000,48987000,619,1843.334361873989,1486990.71165371
2021,1101450,Parecis,1193.7,155434000,5088000,150346000,85286000,3445000,13908000,47707000,943,2165.016511134677,1138951.632798549
2021,1101468,Pimenteiras do Oeste,1307.7,246209000,8203000,238005000,178073000,8909000,24664000,26359000,1207,1891.772999171499,1265419.389744739
2021,1101476,Primavera de Rondônia,423.4,107030000,3634000,103396000,62242000,2158000,10663000,28333000,487,1845.958911704313,407177.3530713603
2021,1101484,São Felipe D'Oeste,483.2,130676000,5630000,125046000,62311000,3164000,18618000,40952000,810,1944.952024691356,361791.7816620199
2021,1101492,São Francisco do Guaporé,2595.4,488043000,29161000,458882000,203490000,17248000,95713000,142430000,2409,1784.119775840597,3630331.50715091
2021,1101500,Seringueiras,1412.2,332987000,23425000,309562000,147309000,11109000,61163000,89980000,1751,1977.209680182756,4355319.462362331
2021,1101559,Teixeirópolis,442.7,121301000,5024000,116277000,62959000,3836000,15259000,34222000,656,1795.850960365855,498003.7583030302
2021,1101609,Theobroma,1767,257426000,8535000,248891000,140069000,5751000,23488000,79582000,1197,1968.542898913951,1159934.2473121
2021,1101708,Urupá,685,273501000,13577000,259925000,110938000,9241000,54174000,85571000,2042,1748.608413320274,726549.3757590598
2021,1101757,Vale do Anari,1297.8,220588000,8710000,211878000,93455000,6375000,27947000,84100000,1158,1999.392478411052,937964.97702792
2021,1101807,Vale do Paraíso,879.9,185648000,6737000,178912000,100039000,4130000,20871000,53871000,1033,1867.233639883834,648446.0533022705
2021,1200013,Acrelândia,1234.5,398725000,21128000,377597000,157858000,13439000,91389000,114911000,1380,1861.308681159421,3008457.167330297
2021,1200054,Assis Brasil,340.2,133916000,2575000,131342000,44810000,3944000,20601000,61986000,798,1893.0721679198,875919.8116197297
2021,1200104,Brasiléia,1558.8,685636000,80025000,605611000,185724000,45440000,171335000,203112000,3636,1714.085695819585,6896703.845715335
2021,1200138,Bujari,1302.2,300830000,4780000,296050000,168856000,8391000,36998000,81806000,2656,1617.010116716869,5644352.495454361
2021,1200179,Capixaba,978.2,512353000,9387000,502966000,342298000,13142000,52997000,94528000,956,1959.196234309626,4014212.237952251
2021,1200203,Cruzeiro do Sul,1137,2058630000,194006000,1864624000,100357000,167725000,900140000,696402000,14498,1828.960053800524,5739765.261402816
2021,1200252,Epitaciolândia,898.6,644542000,70966000,573576000,160895000,22540000,246925000,143215000,2438,1725.285139458569,1933649.56945265
2021,1200302,Feijó,1896.1,567040000,17689000,549351000,172858000,24431000,103190000,248872000,2631,1701.673629798556,18042570.40143266
2021,1200328,Jordão,197.8,113975000,1824000,112151000,21977000,2460000,14031000,73684000,660,1682.929969696971,947060.8972560602
2021,1200336,Mâncio Lima,437.6,269205000,5857000,263348000,53381000,13659000,48626000,147682000,1381,1739.988703837799,1053545.49865513
2021,1200344,Manoel Urbano,558.7,184904000,9125000,175779000,55704000,11432000,33663000,74979000,751,2088.228655126497,6567786.287808766
2021,1200351,Marechal Thaumaturgo,303.1,256865000,3441000,253424000,56419000,5964000,29458000,161583000,1013,2768.254027640672,311564.7196135095
2021,1200385,Plácido de Castro,1469.4,601471000,26769000,574701000,309366000,17444000,98405000,149486000,1312,1952.958300304878,1519367.23341852
2021,1200393,Porto Walter,247,160535000,2823000,157712000,25573000,4314000,22836000,104988000,1331,1692.428557475582,671545.5595630505
2021,1200401,Rio Branco,2941.8,10955675000,1507114000,9448561000,464933000,880534000,5153657000,2949436000,135835,3148.669980122911,15617935.8895738
2021,1200427,Rodrigues Alves,508.2,255649000,3070000,252579000,55116000,7342000,31896000,158224000,1054,2264.984032258064,2060425.97475704
2021,1200435,Santa Rosa do Purus,112.4,108545000,1532000,107013000,25745000,2260000,14094000,64913000,28,1914.7775,-711941.0981586801
2021,1200450,Senador Guiomard,1726.2,779672000,31621000,748050000,391220000,30582000,150418000,175830000,3123,1848.045411463338,2504237.84092702
2021,1200500,Sena Madureira,2204.9,748094000,25950000,722144000,209649000,36344000,153428000,322724000,4901,1707.681799632729,14504265.51674503
2021,1200609,Tarauacá,1775.6,711884000,30960000,680924000,176339000,23416000,158432000,322737000,2952,2038.892716802169,11446769.03545429
2021,1200708,Xapuri,1548.9,454981000,20773000,434208000,199221000,23433000,69331000,142223000,1435,1866.563505226483,8032048.27551959
2021,1200807,Porto Acre,1374.4,471315000,7299000,464016000,259571000,13578000,50907000,139960000,1802,1908.81973917869,4741604.16270813
2021,1300029,Alvarães,361.5,217333000,4045000,213287000,66407000,10232000,32276000,104372000,1418,1899.303787023977,357966.8156860801
2021,1300060,Amaturá,113.3,118872000,2837000,116035000,13548000,5177000,19564000,77746000,1116,1934.3841218638,-653688.5960397404
2021,1300086,Anamã,203.7,138599000,2911000,135689000,36624000,6641000,20014000,72410000,619,1731.790080775444,247932.50151192
2021,1300102,Anori,83.5,248435000,6134000,242301000,83155000,10307000,33233000,115607000,907,2030.104509371556,-1046259.747157279
2021,1300144,Apuí,3484.2,297810000,15045000,282765000,84456000,24728000,59992000,113589000,1261,2000.226050753371,44347193.92679752
2021,1300201,Atalaia do Norte,242.5,184947000,4354000,180594000,26576000,5316000,25013000,123689000,1833,1699.122351336606,-22398492.8928817
2021,1300300,Autazes,1443.2,506341000,21871000,484469000,118724000,31985000,95443000,238317000,506,1908.311442687748,5950481.964904058
2021,1300409,Barcelos,221.3,245622000,6482000,239140000,31862000,19069000,41809000,146400000,1874,1480.32202241195,-19662158.42692139
2021,1300508,Barreirinha,818.5,344890000,10505000,334384000,52171000,16600000,57523000,208090000,2826,1910.873623496107,-38981.3918614501
2021,1300607,Benjamin Constant,169.4,388781000,12082000,376698000,36799000,24291000,64580000,251028000,2687,1950.312221808708,-2303945.174706329
2021,1300631,Beruri,245.3,211871000,7212000,204659000,26467000,10112000,38303000,129777000,1696,1842.843278301889,-803577.98224013
2021,1300680,Boa Vista do Ramos,212.6,182412000,4124000,178288000,25810000,9165000,30379000,112933000,1738,1695.00589758343,1749.39164147992
2021,1300706,Boca do Acre,3061.6,512796000,32976000,479820000,121255000,53417000,115369000,189778000,3618,1549.837164179107,28326270.61048548
2021,1300805,Borba,587,402131000,14952000,387178000,52628000,19865000,74601000,240084000,3386,1864.487014176023,-5902481.589822887
2021,1300839,Caapiranga,254.5,177894000,3788000,174106000,52504000,8137000,26900000,86565000,1559,1642.140891597177,333216.7821808098
2021,1300904,Canutama,1403.7,154316000,4333000,149983000,23312000,6976000,26297000,93398000,865,1633.931225433524,9596491.14822128
2021,1301001,Carauari,293.6,370657000,16828000,353829000,98427000,23989000,80007000,151406000,1537,1933.17729993494,-5521811.871748612
2021,1301100,Careiro,1143.3,395194000,15652000,379542000,60821000,35814000,70459000,212448000,2552,2147.188205329154,889061.43058521
2021,1301159,Careiro da Várzea,599.6,413374000,5538000,407836000,193978000,15110000,35050000,163698000,1641,1892.132224253503,2447126.293491472
2021,1301209,Coari,788,3380278000,113867000,3266411000,113910000,2000960000,615214000,536328000,10724,2570.519652182027,-465258.4706322995
2021,1301308,Codajás,275.3,531995000,9056000,522939000,299133000,18840000,49138000,155828000,1661,1978.271288380496,-362221.2949758198
2021,1301407,Eirunepé,384.4,568039000,15566000,552473000,248976000,20731000,77827000,204939000,1679,1993.015169743892,-1944940.11314391
2021,1301506,Envira,334.8,215527000,7013000,208513000,45372000,9556000,38934000,114651000,1593,1917.529133709983,2152088.797527181
2021,1301605,Fonte Boa,104.1,222773000,8401000,214373000,28885000,14195000,44172000,127121000,2505,1695.148323353293,-2459415.585753649
2021,1301654,Guajará,556.5,177320000,4168000,173153000,31779000,7128000,29220000,105025000,727,1552.928280605227,3689860.180348751
2021,1301704,Humaitá,1221.6,860168000,60860000,799307000,183793000,77643000,254811000,283061000,5521,1962.083821771418,18884913.28228356
2021,1301803,Ipixuna,272.2,216519000,6084000,210435000,16713000,7758000,32395000,153569000,438,1620.710707762557,787173.89627011
2021,1301852,Iranduba,493.9,1001862000,58303000,943559000,303362000,123196000,211279000,305723000,6429,1980.668131902313,-462166.5836145699
2021,1301902,Itacoatiara,1822.5,2350463000,199990000,2150473000,465661000,182494000,926007000,576311000,13129,2010.448878056202,1820036.866846338
2021,1301951,Itamarati,136.2,135620000,3862000,131757000,42944000,6481000,23317000,59016000,1447,1664.664616447823,-4964650.106194932
2021,1302009,Itapiranga,147.4,152509000,7192000,145317000,40382000,9291000,31591000,64054000,853,2102.228686987105,-285306.7525231898
2021,1302108,Japurá,65.6,85809000,3937000,81871000,16663000,6036000,21850000,37323000,1176,1523.447814625848,-7803631.080171898
2021,1302207,Juruá,156.9,138074000,4096000,133978000,21456000,6747000,20685000,85089000,1029,1509.044528668608,-1313388.762010089
2021,1302306,Jutaí,270.7,266377000,7910000,258467000,77531000,14842000,52066000,114027000,799,1531.041852315396,-15192620.73086671
2021,1302405,Lábrea,5959.9,625199000,24174000,601025000,234934000,25787000,106797000,233508000,2651,1924.624126744624,62094006.92183647
2021,1302504,Manacapuru,829.2,1544675000,71649000,1473026000,409121000,142289000,368854000,552761000,9662,1886.510341544192,725561.6802354408
2021,1302553,Manaquiri,499.5,311335000,6974000,304361000,93213000,14926000,33242000,162980000,1326,2084.193197586725,593759.6319834797
2021,1302603,Manaus,1278.8,103281436000,21017364000,82264072000,201067000,37697009000,33086599000,11279398000,734448,2763.009675130174,13359847.99748297
2021,1302702,Manicoré,2376,686279000,29089000,657190000,184244000,41056000,128373000,303518000,2960,1907.760162162164,14677824.33019626
2021,1302801,Maraã,125.7,176217000,4529000,171688000,18701000,7817000,25730000,119439000,911,1555.427409440176,-3541315.147440177
2021,1302900,Maués,1532.6,595827000,27743000,568084000,67607000,36746000,119688000,344043000,4491,1645.187857938096,-1830184.981171481
2021,1303007,Nhamundá,512.9,207005000,8477000,198529000,27468000,9860000,41754000,119447000,1576,1733.099194162436,-769986.5967921704
2021,1303106,Nova Olinda do Norte,455.5,341652000,15792000,325861000,39757000,20971000,57933000,207200000,2585,1655.075736943907,867923.6596783297
2021,1303205,Novo Airão,128.1,186533000,7029000,179505000,8945000,12583000,40621000,117357000,1796,1882.49812360802,-10576984.68835703
2021,1303304,Novo Aripuanã,2018,252422000,7870000,244551000,56186000,15549000,39474000,133342000,1173,1769.241645353793,20189802.60102399
2021,1303403,Parintins,995.3,1426984000,91015000,1335969000,290479000,92451000,358507000,594533000,9472,1684.777557010135,47396.34644232014
2021,1303502,Pauini,337.4,199541000,5505000,194036000,37032000,7531000,32920000,116553000,1311,2051.305697940506,-78949.68029544874
2021,1303536,Presidente Figueiredo,806.6,1031905000,43096000,988809000,95259000,433687000,193115000,266748000,7629,2868.12145235286,-3238636.017363299
2021,1303569,Rio Preto da Eva,587.7,407146000,26303000,380842000,87222000,40821000,77029000,175770000,2412,1960.010485074629,59404.80089820991
2021,1303601,Santa Isabel do Rio Negro,223.3,185817000,5139000,180678000,17853000,6116000,25474000,131235000,1307,1751.395891354248,-21520990.52304507
2021,1303700,Santo Antônio do Içá,140.1,237314000,11310000,226004000,26918000,12934000,46551000,139600000,1427,1676.55533987386,-801950.7303642301
2021,1303809,São Gabriel da Cachoeira,1194.2,423054000,20004000,403050000,25902000,25536000,92871000,258741000,3628,2108.878299338476,-34325069.39968734
2021,1303908,São Paulo de Olivença,195.6,334131000,8149000,325982000,36480000,13703000,50083000,225717000,2481,1978.355409109231,-3063480.301767541
2021,1303957,São Sebastião do Uatumã,224.3,136609000,4248000,132361000,20958000,6871000,24321000,80211000,1052,1809.826653992396,-912859.3061121402
2021,1304005,Silves,440.3,175042000,8448000,166594000,58572000,20700000,23226000,64096000,1087,2802.286053357869,60011.55308287992
2021,1304062,Tabatinga,169.3,758036000,63298000,694738000,20271000,50521000,227286000,396660000,5900,1883.179991525424,-407588.1254051898
2021,1304104,Tapauá,408.3,239944000,7538000,232406000,59592000,11911000,40964000,119939000,2009,1613.404365355899,-4810002.183742373
2021,1304203,Tefé,696.7,1098392000,46928000,1051465000,191608000,227130000,249041000,383685000,9691,1752.079497471896,995116.2060822198
2021,1304237,Tonantins,91.6,185410000,5942000,179469000,13062000,7589000,33007000,125811000,1443,1544.08679140679,-857122.4804326502
2021,1304260,Uarini,276.7,229209000,8745000,220464000,81996000,10923000,39394000,88152000,2182,1337.889963336392,663136.4482137203
2021,1304302,Urucará,345.2,205656000,7057000,198599000,51040000,10449000,37696000,99414000,1555,1784.588025723473,-5324199.75656464
2021,1304401,Urucurituba,100.6,232661000,8404000,224257000,34164000,12699000,43384000,134010000,1693,1776.249125812169,38840.88023603005
2021,1400027,Amajari,428.5,240826000,3030000,237796000,62983000,10213000,21938000,142661000,967,1870.798976215097,-1869335.382026731
2021,1400050,Alto Alegre,888.4,385507000,7047000,378460000,146585000,14739000,49570000,167566000,1265,1785.102806324112,-4490027.964545731
2021,1400100,Boa Vista,22.8,13493364000,1578429000,11914935000,190928000,1306705000,5625759000,4791543000,130139,2963.601677283508,3907984.292340381
2021,1400159,Bonfim,421.5,522405000,8386000,514019000,274520000,22091000,70215000,147193000,1735,1870.783700288184,1601158.279649751
2021,1400175,Cantá,1708,353071000,30646000,322425000,58180000,19723000,38823000,205700000,2790,1554.765939068098,6555631.850431371
2021,1400209,Caracaraí,1321.7,453298000,19832000,433466000,68071000,22712000,89620000,253062000,2003,1989.082271592612,-1945648.294169159
2021,1400233,Caroebe,1155.1,236788000,6220000,230568000,73570000,6607000,33952000,116439000,901,1596.422785793562,4587752.413772262
2021,1400282,Iracema,931.8,208477000,4097000,204380000,38618000,5929000,24505000,135327000,1026,1700.8377582846001,3170829.076489349
2021,1400308,Mucajaí,2093.8,393852000,22914000,370938000,70846000,19885000,81159000,199048000,1636,1748.838074572127,4274222.004680425
2021,1400407,Normandia,20.2,202859000,3107000,199753000,39996000,6997000,21175000,131585000,852,2114.417206572771,-1603948.54927531
2021,1400456,Pacaraima,79.6,329092000,23213000,305879000,10378000,12128000,60785000,222588000,1600,1784.112243749999,-1780145.088421001
2021,1400472,Rorainópolis,1479.6,732356000,71567000,660789000,104178000,42449000,161711000,352449000,3586,1851.10403513664,5377911.870125772
2021,1400506,São João da Baliza,592.7,327768000,102144000,225624000,43138000,36302000,51109000,95076000,1484,1640.920552560648,2567911.662023969
2021,1400605,São Luiz,633.2,178972000,10199000,168773000,43740000,7046000,25916000,92071000,950,1692.863926315789,1446020.218204171
2021,1400704,Uiramutã,51.7,143945000,2050000,141895000,8657000,2202000,12598000,118438000,850,1656.244952941177,-2328301.402844309
2021,1500107,Abaetetuba,700.9,1949341000,178723000,1770618000,272103000,73667000,754254000,670593000,15167,1892.424234851983,451221.4777537602
2021,1500131,Abel Figueiredo,559.2,105496000,7857000,97639000,27211000,9397000,24595000,36435000,1066,1643.474634146342,1122468.69274571
2021,1500206,Acará,2437.7,1433440000,26423000,1407017000,904959000,58507000,130361000,313189000,6530,2054.846401225116,2643810.676065592
2021,1500305,Afuá,29.6,444236000,12097000,432139000,174162000,20325000,46218000,191434000,2488,2401.088850482316,-1664042.89308053
2021,1500347,Água Azul do Norte,4688.3,643132000,92107000,551025000,239536000,123818000,63741000,123931000,4082,2197.34046545811,3312028.752488251
2021,1500404,Alenquer,2627.9,745403000,24778000,720625000,302185000,24543000,135317000,258580000,3604,2011.527463928965,-3355.481318090851
2021,1500503,Almeirim,1936.5,688370000,66886000,621484000,88297000,217317000,118135000,197734000,6443,2568.792089088932,-17104590.81121291
2021,1500602,Altamira,11280.5,3120219000,339056000,2781163000,429744000,443335000,1337699000,570385000,24782,2171.938398837857,75891105.15180041
2021,1500701,Anajás,179.4,259020000,14631000,244389000,38552000,7924000,38004000,159909000,2587,2438.792253575571,-2274007.974779142
2021,1500800,Ananindeua,87,8939830000,1377318000,7562512000,13285000,1035394000,4679663000,1834169000,103599,1791.45315813858,1477349.50710204
2021,1500859,Anapu,3105,588032000,42831000,545201000,235104000,22743000,140292000,147062000,2717,1833.442440191386,20427140.81328316
2021,1500909,Augusto Corrêa,725.4,363771000,11879000,351892000,67396000,12567000,56589000,215341000,3323,2083.642536864281,71075.49066525005
2021,1500958,Aurora do Pará,1559.5,308633000,10998000,297635000,88250000,9620000,47445000,152320000,2473,2255.963218762639,1044396.66468877
2021,1501006,Aveiro,1455.7,151969000,2899000,149071000,49842000,8062000,12942000,78224000,909,2400.3800880088,7187511.474437926
2021,1501105,Bagre,221.3,250548000,4255000,246293000,85696000,6409000,23148000,131040000,797,1588.557791718946,730564.9271865404
2021,1501204,Baião,1644.6,562147000,10219000,551928000,265131000,15629000,63250000,207917000,2361,2184.642409995764,621074.8966426303
2021,1501253,Bannach,2205.1,129007000,2971000,126037000,90753000,1601000,10298000,23385000,1038,1948.765915221579,2284346.736045521
2021,1501303,Barcarena,340.6,9243937000,2276327000,6967610000,181646000,4694504000,1468421000,623039000,43725,2540.215880160104,6694579.468710641
2021,1501402,Belém,253.7,33467126000,6341813000,27125314000,99129000,3545283000,17761261000,5719640000,531219,3203.179547644221,2628694.25621683
2021,1501451,Belterra,871.3,237196000,9458000,227738000,86223000,10165000,40851000,90499000,2250,1719.603120000002,2566571.424664764
2021,1501501,Benevides,121.8,1986729000,466965000,1519764000,12266000,438136000,793987000,275375000,16865,1991.745829232146,337371.2247909002
2021,1501576,Bom Jesus do Tocantins,1798.9,243883000,11563000,232320000,90328000,7013000,48057000,86922000,1682,2005.882711058266,3820376.33039633
2021,1501600,Bonito,545.4,206682000,35954000,170728000,27274000,53348000,25644000,64461000,3570,1552.525218487398,225514.72482701
2021,1501709,Bragança,1713.5,1389573000,112283000,1277290000,185795000,72633000,465302000,553560000,11040,1988.99071286232,413286.7291076701
2021,1501725,Brasil Novo,2749.6,379813000,29155000,350658000,161865000,16473000,90065000,82254000,2083,1882.343619779164,5442261.78421607
2021,1501758,Brejo Grande do Araguaia,1073.1,115088000,5600000,109489000,44232000,3061000,22082000,40113000,946,1787.577420718816,995676.3092970503
2021,1501782,Breu Branco,2877.1,794309000,78564000,715744000,127550000,159464000,149788000,278942000,5329,2232.605137924563,3722800.947402975
2021,1501808,Breves,548.7,893933000,59797000,834137000,59887000,32582000,230788000,510880000,8583,2462.100535943141,-2255197.82393028
2021,1501907,Bujaru,660.2,536730000,9729000,527001000,325587000,21023000,52274000,128116000,1823,1905.121481075152,301641.4620434499
2021,1501956,Cachoeira do Piriá,1565.9,227634000,5616000,222018000,43547000,6337000,28308000,143827000,1966,2013.809720244151,2795675.764340452
2021,1502004,Cachoeira do Arari,73.7,255830000,9305000,246525000,94533000,7756000,36128000,108108000,1588,1873.759521410578,-477812.4761825401
2021,1502103,Cametá,1125.8,1393690000,57632000,1336058000,428678000,40134000,271171000,596075000,6820,2618.287130498533,191409.5627879099
2021,1502152,Canaã dos Carajás,1751.9,34989610000,525207000,34464403000,111001000,30877742000,3066395000,409265000,35332,2815.186335899451,3404921.225519299
2021,1502202,Capanema,512.5,1427144000,205822000,1221322000,144331000,131429000,669848000,275714000,12654,1771.355464675207,470362.9344743301
2021,1502301,Capitão Poço,2563.7,615773000,41935000,573838000,131840000,35357000,169241000,237401000,5689,1469.555995781337,797939.6463292603
2021,1502400,Castanhal,905.4,4709312000,838134000,3871178000,140846000,642824000,2195383000,892125000,50136,1719.342605911918,916390.55342574
2021,1502509,Chaves,98.8,248270000,2298000,245973000,111397000,3203000,14037000,117335000,2453,2413.05529555646,-2172062.63703001
2021,1502608,Colares,91.6,100969000,2562000,98407000,20699000,2835000,16851000,58021000,653,2162.938269525268,-12081.96561673999
2021,1502707,Conceição do Araguaia,3825.3,662825000,55640000,607185000,143289000,30254000,232473000,201168000,5689,1968.350761117946,4007105.86348757
2021,1502756,Concórdia do Pará,618.2,420236000,28398000,391838000,110682000,17569000,93597000,169991000,3791,1992.615283566345,435744.7456036507
2021,1502764,Cumaru do Norte,7524.1,406927000,14913000,392014000,267034000,7685000,52203000,65093000,3357,1978.444667858208,8057480.01897774
2021,1502772,Curionópolis,2071.4,3667341000,49045000,3618295000,108750000,3061790000,337598000,110158000,4358,2791.592262505731,1285411.218790651
2021,1502806,Curralinho,209.6,282512000,6357000,276156000,56014000,6530000,34818000,178793000,1855,2684.756339622642,-993020.17977958
2021,1502855,Curuá,388.8,149717000,3695000,146022000,45805000,3550000,20929000,75738000,1110,1872.23736936937,1484750.52963869
2021,1502905,Curuçá,279.8,369777000,14278000,355499000,103441000,13687000,60212000,178159000,2523,1968.195636147442,58717.67933569002
2021,1502939,Dom Eliseu,3554.4,940611000,96526000,844085000,233612000,49662000,303092000,257719000,7522,1862.89309359213,14574673.26577885
2021,1502954,Eldorado do Carajás,2759.7,556042000,48646000,507396000,156254000,48345000,139685000,163112000,4203,2099.774049488463,1488405.65340293
2021,1503002,Faro,256.2,76730000,3404000,73326000,6823000,2844000,17200000,46459000,985,1686.215776649746,-3249445.842210341
2021,1503044,Floresta do Araguaia,2420.8,602623000,30930000,571693000,260687000,116728000,95088000,99190000,1994,2178.647316950852,2110735.915024851
2021,1503077,Garrafão do Norte,1443.5,276033000,11449000,264584000,75425000,9991000,49008000,130160000,2764,1921.882673661359,-343765.5700370401
2021,1503093,Goianésia do Pará,3984.3,506638000,31028000,475610000,168149000,16662000,107079000,183720000,4030,2007.72910421836,7652415.905070936
2021,1503101,Gurupá,129.1,334287000,8275000,326012000,79023000,8427000,45323000,193239000,4373,1907.085010290417,-338336.1559360696
2021,1503200,Igarapé-Açu,680.5,415894000,34283000,381611000,82651000,30206000,108508000,160246000,3004,1832.997909454056,333505.70403647
2021,1503309,Igarapé-Miri,483.1,691233000,40520000,650713000,188507000,38043000,126218000,297945000,1685,1621.381744807122,409135.1325739197
2021,1503408,Inhangapi,321.8,174628000,12260000,162369000,76519000,19361000,16987000,49501000,1394,1646.178034433285,125538.97563425
2021,1503457,Ipixuna do Pará,2827.1,625213000,33333000,591880000,83540000,139061000,89508000,279771000,4891,2218.544246575351,8613839.97646297
2021,1503507,Irituia,1214.2,278006000,10984000,267022000,60721000,11029000,53707000,141564000,2068,1812.875285299806,849092.74375132
2021,1503606,Itaituba,6453,3078558000,355131000,2723427000,166186000,753401000,1316595000,487246000,22591,2225.812286308699,44589808.43018417
