preco,area,idade,piscina
173269.5531237137,103.18573060343363,31.38301066122949,0
216579.73630266413,113.0946753155016,0.37719620391726494,0
272509.1628555393,166.7612494244737,31.162635311484337,0
201496.17996723272,122.11525174273729,29.175626076757908,0
215275.1501882903,123.87863205482839,25.205274112522602,0
340984.47956709727,171.45194960649843,19.236433198675513,1
264314.52526296687,133.82748617967607,6.265474054962397,1
213525.06722538575,82.04816296180398,0.32862079329788685,1
202582.66147398486,99.39441444319422,18.09833576902747,0
222336.55381925678,106.63014089700125,19.691733149811625,0
332344.9021681233,156.72245392318385,15.583484461531043,1
246624.38695611904,130.7944148117209,18.586637675762177,0
209838.2208133563,132.02314351782155,28.531160028651357,0
233103.82052134693,123.32048147835359,2.2120770532637835,0
193322.87654227723,103.32476595737775,14.191323900595307,0
302312.8755746683,173.60739410409235,32.112490916624665,0
229543.24881406294,134.93551434687717,33.4283534809947,0
153939.6143660482,61.001485301110854,9.509976198896766,1
278134.8120777942,141.04067704691056,14.159444104880095,0
229394.83280490452,105.81625776816198,34.27541680634022,1
157858.1439256703,87.96528882039465,34.15053495205939,0
265502.2710257274,113.46075256025115,11.835818216204643,1
166392.7553495754,89.21986655078281,5.88193298317492,0
219599.35036009207,98.1332631212658,28.15968245267868,1
231986.12585164656,101.2488219645223,4.152267528697848,1
163029.46751858873,69.3992006777276,1.349110919982195,0
275505.3516737803,145.13361133483573,39.97618111781776,1
250701.94526546582,124.60119353509546,1.3949921634048223,0
186213.5521887847,85.85589188964157,13.535651350393891,0
299328.301876107,157.6144476320978,36.602550465613604,1
247460.51656762036,132.7939266443044,24.689410785213113,0
233269.08784131522,111.14785551023186,11.451413948088884,1
244746.07193658297,146.85376983135066,29.511896120384336,0
302355.064807898,146.34400462599126,33.362172367051244,1
304650.79949970194,144.6474324491246,12.570831216871738,1
227695.66263000015,140.65920762300271,19.70266191288829,0
222114.14236092303,136.61752960612768,27.894950648769736,0
243526.22096162656,118.14264868269835,25.658494159579277,1
209521.9200530845,110.8211200878025,25.756916599348187,0
217312.07030917009,108.58586996962852,39.114136192947626,1
231213.8426355143,99.15879063238462,16.58941337838769,1
234229.4631092346,113.76248165941203,4.776191199198365,0
177376.56530626732,82.03810945295206,21.041186405345798,0
368679.4465058021,185.06867896015538,9.002934033051133,1
276847.5695385381,156.2388599491497,19.456470562145114,0
183724.20695097398,86.30674250389953,14.808591939508915,1
183452.85252633152,107.91345494102772,39.334007231518626,0
193758.8541857787,106.00033939130344,15.532764606177807,0
289497.39643456467,143.39895355008954,9.169793613255024,1
243400.69837027966,117.49892800584512,24.931901851668954,1
256423.1596501944,127.59955541984264,5.461607882753015,0
176887.8720833289,119.14359733953891,38.6987797729671,0
211272.28151933686,118.71388628126051,20.60287231579423,0
298222.02518332936,161.05806852043372,6.522813169285655,0
193056.01922209948,113.22687043022196,24.876091806218028,0
278303.0743744781,165.4941181328862,39.43816660903394,0
143521.24981566914,73.53741587309337,26.750860698521137,0
249584.0537824842,137.53841248908208,16.756635876372457,0
236713.80562522146,123.71562731533841,12.933799726888537,1
248153.5015318707,126.47824706231918,33.410212798044086,0
247581.6905121613,131.38918448279645,5.75268174521625,0
213761.41954209932,104.93029640672093,7.71263787522912,0
227008.6509012406,110.0037784899174,35.86954730562866,1
189312.15647368378,89.44273850678734,12.324782172217965,0
217287.11491925502,87.84626320573267,14.532021740451455,1
220829.78349804456,129.10585924212774,31.357859149575233,0
256090.450163595,133.4462933588828,7.735147196799517,0
262559.72768199374,121.59012680191512,0.7106324750930071,1
276914.03140267887,147.66802403639213,16.264314651489258,0
347477.56874976394,181.50254056881434,19.326706770807505,1
227245.36606831386,105.26906501830393,16.873798007145524,0
94006.19036047385,50.72493373077563,13.712352067232132,0
248514.202930789,150.1721557338677,34.659332586452365,0
196479.03191475954,98.72397712252823,18.20432203821838,0
190881.641521384,99.35974150597926,21.35059494525194,0
279455.29333467863,150.76714109090096,38.553733276203275,1
218484.23124011265,111.45680978846974,30.983661683276296,1
172619.70971992516,83.37846863236393,8.355053942650557,0
269414.55209176656,125.4391043924745,12.351473309099674,1
173881.5115470946,115.83325912682866,38.85369800962508,0
251634.89036288328,120.1729255769966,23.396003739908338,1
265386.57252895535,131.55841203378992,30.43294501490891,1
207887.4970381727,108.88019904622772,14.908375777304173,0
262578.88901351904,139.331296455565,30.767756449058652,1
212773.86578257475,113.38540314543748,21.507087321951985,0
271564.53972355777,129.9534589174709,36.55981798656285,1
288452.43756114156,152.90517039448042,7.411857675760984,0
269101.7868896491,133.0554447250141,11.288736695423722,1
212708.8913833607,110.2220524340632,3.798496527597308,0
288718.47427240293,154.46422855353282,8.419483164325356,0
276748.0736440899,149.8051156788636,39.083959851413965,1
226764.4197224466,136.4519087852421,11.852087015286088,0
267934.7441571753,127.16195205334324,29.039321076124907,1
168622.01497735461,101.16281771881886,31.4275133702904,0
326633.55541992973,160.81957345590024,4.216709844768047,1
252608.94047975392,101.99221238558619,9.583785161376,1
322962.6291036211,185.6199897904973,10.821794895455241,0
352075.9827527551,165.97831878555567,4.042339762672782,1
241313.28993163502,112.92898922698569,4.716553650796413,1
147792.77193758084,89.20737299079657,39.64946223422885,0
166519.85800985972,98.68780308902097,39.44217189215124,0
230372.17197609166,127.70651127469588,5.482698855921626,0
184950.66571501462,112.5992436461288,36.21238326653838,0
234224.9904411472,109.573722018068,23.052073502913117,1
185134.50146911514,91.45144298204953,15.817954363301396,0
198839.22125937298,118.64916825573239,17.992099365219474,0
204693.46615413413,96.45286591628772,28.26007604598999,1
163045.5654578606,69.9617419023559,3.3001098316162825,0
200068.16421993,108.59320439136712,13.57250320725143,0
259330.98845118794,147.56989827182298,27.231502048671246,0
203879.91570465174,102.73959112174825,12.677969923242927,0
274459.83812102635,138.238929666751,33.26274392195046,1
194434.52718032608,71.46351875132508,8.606883306056261,1
214934.36002037124,118.33314103426382,19.917957447469234,0
282029.63941164623,135.58221611830388,11.041986905038357,1
247824.73448549802,129.03460086500144,7.680932749062777,1
206734.79959140226,123.1702858244683,38.02485056221485,0
234827.40859802696,100.77881975083871,12.869021510705352,1
185414.54766386692,94.50886961899253,19.138255352154374,0
215170.745245476,89.2761362818526,1.1197028774768114,1
244292.5307296515,123.52939791300378,21.898378720507026,0
206765.6636151275,91.57576157445594,25.769608821719885,1
193503.54539705112,105.28327668897995,23.850541785359383,0
228385.03060283564,112.31723423405258,12.877495028078556,0
319803.6663468657,175.3158601569662,35.64457249827683,1
212757.09112491852,100.44150294913624,25.050277896225452,1
