id_escola,tipo_escola,nse,proficiencia
1,1,-0.44665398208689105,297.6721455336506
1,1,0.7836453223254595,323.46737354924295
1,1,0.07844107221442743,335.02454644882965
1,1,2.3503288382393657,355.1253746467541
1,1,-0.5424722539449258,292.2101004366734
1,1,0.7292719824658956,329.7742631322777
1,1,0.8817138062639602,309.72523659753784
1,1,-0.610396640361884,262.90531137383493
1,1,0.31023098324558707,299.2268139876358
1,1,1.0886375262247592,295.2482220334795
1,1,-1.2977141383793394,313.80532150747615
1,1,-0.5402399785154962,276.07747217297
1,1,0.13455667429358692,311.55810472938833
1,1,-0.31533880147530624,267.73600092007104
1,1,0.04325654013744724,317.5587641210862
1,1,0.9836494078947229,293.2510793093266
1,1,0.952138524868823,316.3551286509044
1,1,-0.7084140228707871,314.2629694649116
1,1,1.6569750654541804,341.37158819418806
1,1,-0.8448366273325997,305.3897577112014
1,1,-0.4525589335368941,318.3407302972616
1,1,1.5339685750409873,309.35501333900083
1,1,0.535485814290479,331.7345558844543
1,1,1.4142359561357043,349.9185030844322
1,1,0.5144108137664704,320.8294817077415
1,1,0.4049734259370635,318.08385095757245
1,1,0.5739765285911625,317.60044205700234
1,1,-0.691183114387839,325.5605572172356
1,1,1.255137942419814,351.355031598145
1,1,-2.17499136910422,265.0778006546553
1,1,1.328807644531264,300.5922859647945
1,1,-2.246815598491851,271.4446988876229
1,1,0.7812294218237437,335.611378469898
1,1,-0.6795726711545126,300.246993250005
1,1,1.004164142803762,278.61191431241144
1,1,-0.5984799182088738,286.22939487838664
1,1,0.48846689044096225,304.3231052081186
1,1,0.5724791399378208,298.08879155022663
1,1,2.2166442098199415,337.4578634000032
1,1,0.8002301204297005,303.1178303052898
1,1,0.028991470479712882,296.1493902163293
1,1,-0.34490433316905106,301.19486652013194
2,1,-0.11704276655875628,325.69890003349553
2,1,-0.15523679300720064,343.53976731664335
2,1,-1.0766461620811065,312.8075678161171
2,1,-0.044097861097907365,265.973919158545
2,1,-0.6992965724913622,298.4433332939168
2,1,-0.002466352343201494,294.23179155378125
2,1,-1.3297297970457558,300.52303344979543
2,1,0.7168183868857151,339.8906579456224
2,1,-0.19626360489321373,322.304508970115
2,1,0.8670398045629323,338.6018447638267
2,1,0.06144379903747565,315.20871272610304
2,1,-0.4275266891745862,299.19606675582145
2,1,1.1623586232789345,324.9441632730377
2,1,1.0900552901156912,308.5049035365104
2,1,0.5281799026663548,319.4505817695837
2,1,-1.823284442839507,261.02757370185657
2,1,1.1752301592261643,326.3433815308703
2,1,-0.7740000920497472,325.1658128530776
2,1,-0.5583262488999833,313.81619705899413
2,1,-0.2504277574712867,310.4117375805424
2,1,-1.6750143416356638,267.75602321672613
3,0,0.05651751229703192,275.94543833380584
3,0,0.8584034432604851,300.1831467042175
3,0,0.23861897663647652,280.56437994102765
3,0,-0.07797754702768094,275.93977351866914
3,0,-0.08698184004144965,252.988381078283
3,0,0.5882395152036616,256.6923764153194
3,0,0.9599115106229059,288.2754387484661
3,0,-0.7096526287859293,232.53121766550586
3,0,0.3573167193058682,279.1302936820521
3,0,0.5928596912450432,274.3288931057388
3,0,0.3082540104290176,289.31498282632776
3,0,2.026028829550194,282.6938046361264
3,0,-0.2512366503704533,258.705598438239
3,0,0.299270948318212,316.1880475648457
3,0,-0.16063197105928678,271.9648627030218
3,0,1.5094589870825326,301.1751725573869
3,0,-0.5477436257958237,250.1254808700889
3,0,0.4379421113857361,296.9584012403299
3,0,0.7907294310099158,288.74281950910995
3,0,-0.10281876897452394,263.53748425180083
3,0,1.815401233497228,296.4967821830466
3,0,-0.5389566753657821,264.07893190227577
3,0,0.07598695351352314,254.73493220392524
3,0,-0.4190083744681036,286.01954511343286
3,0,1.1596962231044086,304.0457804962267
3,0,2.0538173093585455,293.2962344992403
3,0,0.5476017185959952,259.6262861427034
3,0,0.6443984637176329,237.02493335655265
3,0,-0.32587380690559725,254.0270400339868
3,0,1.8648567966665126,290.9247595148854
3,0,0.15036869735278194,277.47422694142364
3,0,0.5268870389100846,283.74120234410316
3,0,-0.48226109895340397,267.8880816949126
3,0,1.7163743054974856,253.03031927521383
3,0,0.6649741920833563,258.32611488859004
3,0,-0.8774648482615858,284.8671053316911
3,0,0.7816758045033625,267.6852898050814
3,0,0.8458009962214638,244.28954706755178
3,0,0.12163656174288931,304.5374994105324
3,0,-0.3157145377317776,255.5621095989619
3,0,-0.532903160315792,249.28437499820643
3,0,-0.45303440085952995,248.83840163000448
3,0,1.6204159527624145,265.19569330453766
4,0,-1.3879896349949765,198.48440154029012
4,0,0.6691090547775788,262.956831875559
4,0,-0.3168245175670924,245.6695197170231
4,0,0.9254892979415507,267.78588103415086
4,0,-1.490496132722028,232.3301199864945
4,0,0.5859476876002668,243.79351059038936
4,0,0.9140980424911131,287.099611269854
4,0,-0.932021524527779,255.02822139840328
4,0,-1.2350715528255598,262.22532786358244
4,0,0.7027346380296043,262.0293384527731
4,0,1.3122966619956717,294.40295805528456
4,0,0.18045717292807625,223.55019208854395
4,0,-1.2881372358207592,210.7389456199423
4,0,0.6599813508384985,256.811625639128
4,0,1.5118156888078866,282.8120448371215
4,0,0.8687755453953449,219.72902224283087
4,0,-2.024821284502703,269.54582018869166
4,0,-0.7763830300107388,228.9020072748906
4,0,-0.7079307628906121,231.26204509065988
4,0,1.476879985207278,264.27306832634576
4,0,-1.6525127268442565,222.4259041434109
4,0,-0.516747474615703,265.2114654809166
4,0,1.5243089590153174,308.89822560788883
4,0,0.0384785058342333,262.32930601392417
5,1,0.7108146509302511,352.2926386144526
5,1,0.13628327249614133,314.4131518097987
5,1,0.7831348627812663,337.2843679989968
5,1,-0.6786007777679367,276.4865033421054
5,1,-0.09307143319109232,329.76067683228297
5,1,-1.1570656363688305,304.5199365012382
5,1,-2.108834428746684,244.05104695260752
5,1,0.710132443846421,312.4591965452818
5,1,0.47572081683151474,312.5057246436871
